source,author,title,description,content,published_at,text,clean_text,sentiment,sentiment_score,date,emotion,emotion_score,Bigram_sadness,Frequency_sadness,Bigram_joy,Frequency_joy,Bigram_anger,Frequency_anger
Slashdot.org,feedfeeder,What Executives Can Learn From Jaguar’s New Rebranding Campaign - Forbes,What Executives Can Learn From Jaguar’s New Rebranding CampaignForbes Hats off to Jaguar’s ‘inclusive’ new branding: now people of all backgrounds won’t buy its carsThe Guardian Elon Musk and others pile on mocking luxury car brand’s ‘woke’ new ad: ‘Bud Light…,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2024-11-24T01:52:33Z,What Executives Can Learn From Jaguar’s New Rebranding Campaign - Forbes What Executives Can Learn From Jaguar’s New Rebranding CampaignForbes Hats off to Jaguar’s ‘inclusive’ new branding: now people of all backgrounds won’t buy its carsThe Guardian Elon Musk and others pile on mocking luxury car brand’s ‘woke’ new ad: ‘Bud Light… The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,What Executives Can Learn From Jaguars New Rebranding Campaign Forbes What Executives Can Learn From Jaguars New Rebranding CampaignForbes Hats off to Jaguars inclusive new branding now people of all backgrounds wont buy its carsThe Guardian Elon Musk and others pile on mocking luxury car brands woke new ad Bud Light The Fine Print The following comments are owned by whoever posted them We are not responsible for them in any way,Neutral,0.493058830499649,2024-11-24,anger,0.568596661090851,attempt sleek,2,receives online,2,advertisementwith fans,3
Slashdot.org,feedfeeder,Jaguar boss speaks out after backlash to the car brand's latest ad campaign — which didn't include any cars - Business Insider,Jaguar boss speaks out after backlash to the car brand's latest ad campaign — which didn't include any carsBusiness Insider Hats off to Jaguar’s ‘inclusive’ new branding: now people of all backgrounds won’t buy its carsThe Guardian Elon Musk and others pile o…,"""Someone's been mean to you! Tell me who it is, so I can punch him tastefully.""
-- Ralph Bakshi's Mighty Mouse",2024-11-24T00:52:27Z,"Jaguar boss speaks out after backlash to the car brand's latest ad campaign — which didn't include any cars - Business Insider Jaguar boss speaks out after backlash to the car brand's latest ad campaign — which didn't include any carsBusiness Insider Hats off to Jaguar’s ‘inclusive’ new branding: now people of all backgrounds won’t buy its carsThe Guardian Elon Musk and others pile o… ""Someone's been mean to you! Tell me who it is, so I can punch him tastefully.""
-- Ralph Bakshi's Mighty Mouse",Jaguar boss speaks out after backlash to the car brands latest ad campaign which didnt include any cars Business Insider Jaguar boss speaks out after backlash to the car brands latest ad campaign which didnt include any carsBusiness Insider Hats off to Jaguars inclusive new branding now people of all backgrounds wont buy its carsThe Guardian Elon Musk and others pile o Someones been mean to you Tell me who it is so I can punch him tastefully Ralph Bakshis Mighty Mouse,Negative,0.669487833976746,2024-11-24,anger,0.94385302066803,announcing rebrand,2,promises team,2,advertising campaign,3
Fox Business,Kristine Parks,Jaguar marketing director's comments celebrating commitment to DEI resurface after 'woke' rebrand,"A Jaguar marketing leader boasted about the brand's ""transformative journey"" embracing diversity and inclusion as part of the company's rebrand.","Recent comments from a head marketing director at Jaguar are now drawing attention after the brand launched a polarizing rebrand of the luxury car company this week.
During an appearance at the Virg… [+3789 chars]",2024-11-21T19:32:37Z,"Jaguar marketing director's comments celebrating commitment to DEI resurface after 'woke' rebrand A Jaguar marketing leader boasted about the brand's ""transformative journey"" embracing diversity and inclusion as part of the company's rebrand. Recent comments from a head marketing director at Jaguar are now drawing attention after the brand launched a polarizing rebrand of the luxury car company this week.
During an appearance at the Virg… [+3789 chars]",Jaguar marketing directors comments celebrating commitment to DEI resurface after woke rebrand A Jaguar marketing leader boasted about the brands transformative journey embracing diversity and inclusion as part of the companys rebrand Recent comments from a head marketing director at Jaguar are now drawing attention after the brand launched a polarizing rebrand of the luxury car company this week During an appearance at the Virg 3789 chars,Positive,0.874987840652466,2024-11-21,joy,0.418418169021606,brand went,2,modern design,2,rebrandingincluding new,3
Slashdot.org,feedfeeder,Elon Musk and others pile on mocking luxury car brand’s ‘woke’ new ad: ‘Bud Light 2.0’ - New York Post,"Elon Musk and others pile on mocking luxury car brand’s ‘woke’ new ad: ‘Bud Light 2.0’New York Post Jaguar dubbed 'Bud Light 2.0' after releasing modernist rebranding ad with androgynous models, no carsFox Business Jaguar Sees Rebranding Backlash After Rollin…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2024-11-21T04:52:24Z,"Elon Musk and others pile on mocking luxury car brand’s ‘woke’ new ad: ‘Bud Light 2.0’ - New York Post Elon Musk and others pile on mocking luxury car brand’s ‘woke’ new ad: ‘Bud Light 2.0’New York Post Jaguar dubbed 'Bud Light 2.0' after releasing modernist rebranding ad with androgynous models, no carsFox Business Jaguar Sees Rebranding Backlash After Rollin… The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.",Elon Musk and others pile on mocking luxury car brands woke new ad Bud Light 20 New York Post Elon Musk and others pile on mocking luxury car brands woke new ad Bud Light 20New York Post Jaguar dubbed Bud Light 20 after releasing modernist rebranding ad with androgynous models no carsFox Business Jaguar Sees Rebranding Backlash After Rollin The Fine Print The following comments are owned by whoever posted them We are not responsible for them in any way,Neutral,0.574623286724091,2024-11-21,anger,0.770701944828033,customer worrying,2,new philosophy,2,amid pivot,3
Fox News,Fox News Staff,"Bragg versus Trump, Laken Riley's murderer, and more from Fox News Opinion","Read the latest from Fox News Opinion & watch videos from Sean Hannity, Raymond Arroyo & more.","Welcome to the Fox News Opinion Newsletter.
HANNITY Fox News host says the Democratic Party has turned radically left. Continue reading
HUGH HEWITT Worried about the national debt? Continue reading… [+758 chars]",2024-11-22T14:27:52Z,"Bragg versus Trump, Laken Riley's murderer, and more from Fox News Opinion Read the latest from Fox News Opinion & watch videos from Sean Hannity, Raymond Arroyo & more. Welcome to the Fox News Opinion Newsletter.
HANNITY Fox News host says the Democratic Party has turned radically left. Continue reading
HUGH HEWITT Worried about the national debt? Continue reading… [+758 chars]",Bragg versus Trump Laken Rileys murderer and more from Fox News Opinion Read the latest from Fox News Opinion watch videos from Sean Hannity Raymond Arroyo more Welcome to the Fox News Opinion Newsletter HANNITY Fox News host says the Democratic Party has turned radically left Continue reading HUGH HEWITT Worried about the national debt Continue reading 758 chars,Neutral,0.581657409667969,2024-11-22,fear,0.934936463832855,week got,1,customers think,2,andrew tate,3
BBC News,Michael Race,"Jaguar asks people to ""trust and reserve judgement"" on rebrand","The iconic carmaker's rebrand has certainly caught people's attention, but will it pay off?","Jaguar has urged people to ""trust and reserve judgement"" over the rebrand of the carmaker.
The company, embarking on the biggest change in its 102-year old history, released a new logo and a so-call… [+1114 chars]",2024-11-23T17:03:08Z,"Jaguar asks people to ""trust and reserve judgement"" on rebrand The iconic carmaker's rebrand has certainly caught people's attention, but will it pay off? Jaguar has urged people to ""trust and reserve judgement"" over the rebrand of the carmaker.
The company, embarking on the biggest change in its 102-year old history, released a new logo and a so-call… [+1114 chars]",Jaguar asks people to trust and reserve judgement on rebrand The iconic carmakers rebrand has certainly caught peoples attention but will it pay off Jaguar has urged people to trust and reserve judgement over the rebrand of the carmaker The company embarking on the biggest change in its 102year old history released a new logo and a socall 1114 chars,Positive,0.780128538608551,2024-11-23,neutral,0.821165442466736,rebrand met,1,online backlash,2,guru masterminded,3
Spiked,Simon Evans,This is Jaguar’s Bud Light moment,The iconic British car brand has swapped elegance and swagger for nonbinary Teletubbies.,Its not uncommon these days for traditionally masculine brands to go woke and go broke. It seems like every few months a new ill-judged advertising campaign leads to sales and share prices contractin… [+6026 chars],2024-11-21T14:08:38Z,This is Jaguar’s Bud Light moment The iconic British car brand has swapped elegance and swagger for nonbinary Teletubbies. Its not uncommon these days for traditionally masculine brands to go woke and go broke. It seems like every few months a new ill-judged advertising campaign leads to sales and share prices contractin… [+6026 chars],This is Jaguars Bud Light moment The iconic British car brand has swapped elegance and swagger for nonbinary Teletubbies Its not uncommon these days for traditionally masculine brands to go woke and go broke It seems like every few months a new illjudged advertising campaign leads to sales and share prices contractin 6026 chars,Negative,0.500535488128662,2024-11-21,anger,0.691075086593628,automakers new,1,overhaul yesterday,2,drew ire,3
Hot Hardware,Aaron Leong,Jaguar Forgot To Put Any Cars In Its Confusing Rebrand Video,"With its latest rebranding video, Jaguar has leaped into the mouths of netizens (plus the general public) in a big way, but probably not in the way the car company had envisioned. After the haloed brand exited stage left from selling internal combustion cars …","Skip to content
With its latest rebranding video, Jaguar has leaped into the mouths of netizens (plus the general public) in a big way, but probably not in the way the car company had envisioned. Af… [+2014 chars]",2024-11-20T16:43:00Z,"Jaguar Forgot To Put Any Cars In Its Confusing Rebrand Video With its latest rebranding video, Jaguar has leaped into the mouths of netizens (plus the general public) in a big way, but probably not in the way the car company had envisioned. After the haloed brand exited stage left from selling internal combustion cars … Skip to content
With its latest rebranding video, Jaguar has leaped into the mouths of netizens (plus the general public) in a big way, but probably not in the way the car company had envisioned. Af… [+2014 chars]",Jaguar Forgot To Put Any Cars In Its Confusing Rebrand Video With its latest rebranding video Jaguar has leaped into the mouths of netizens plus the general public in a big way but probably not in the way the car company had envisioned After the haloed brand exited stage left from selling internal combustion cars Skip to content With its latest rebranding video Jaguar has leaped into the mouths of netizens plus the general public in a big way but probably not in the way the car company had envisioned Af 2014 chars,Neutral,0.556745052337646,2024-11-20,neutral,0.753425061702728,rebrand total,1,philosophy exuberant,2,unveiled new,3
,,,,,,,,,,,,,rebrand year,1,public discourse,2,users rebrandingincluding,3
,,,,,,,,,,,,,rebranding ad,1,rebrand receives,2,ad bud,3
,,,,,,,,,,,,,release new,1,push allelectric,2,rebrand amid,3
,,,,,,,,,,,,,releasing modernist,1,realised carmakers,2,defends controversial,3
,,,,,,,,,,,,,replete artho,1,rebrand accompany,2,company jaguar,3
,,,,,,,,,,,,,replete arthouse,1,rebrand generating,2,defended backlash,3
,,,,,,,,,,,,,responsible way,1,rebrand mark,2,slated launch,3
,,,,,,,,,,,,,rh 5387,1,rebrand realised,2,pile mocking,3
,,,,,,,,,,,,,working class,1,described new,2,exploreswhen legacy,2
,,,,,,,,,,,,,rhetoric post,1,younger diverse,2,executives learn,2
,,,,,,,,,,,,,automakers attempt,1,bold technoinspired,2,joined group,2
,,,,,,,,,,,,,sad directionfox,1,coat bold,2,emblem maybe,2
,,,,,,,,,,,,,4695 chars,1,car brand,2,jaguars rebrand,2
,,,,,,,,,,,,,ask jaguar,1,bucks longstanding,2,ingredient reference,2
,,,,,,,,,,,,,rebrand new,1,carmakers inhouse,2,earth talking,2
,,,,,,,,,,,,,2761 chars,1,carmakers rebrand,2,elon musks,2
,,,,,,,,,,,,,water cooler,1,allelectric vehicle,2,fellow luxury,2
,,,,,,,,,,,,,posted responsible,1,british car,2,dubbed bud,2
,,,,,,,,,,,,,people disappoint,1,british automaker,2,kingsleys starring,2
,,,,,,,,,,,,,photo seb,1,cars look,2,didnt include,2
,,,,,,,,,,,,,brand turned,1,cars rebrand,2,designer new,2
,,,,,,,,,,,,,pm trade,1,cast models,2,lacks key,2
,,,,,,,,,,,,,year understanding,1,accompany push,2,land rover,2
,,,,,,,,,,,,,post farleft,1,branding effort,2,latest ad,2
,,,,,,,,,,,,,posted promotional,1,automaker jaguar,2,fans antiwoke,2
,,,,,,,,,,,,,poured deputy,1,clientele fully,2,jaguars contentious,2
,,,,,,,,,,,,,rebrand jaguars,1,auto brand,2,jaguars new,2
,,,,,,,,,,,,,prescott announced,1,brand jaguar,2,jaguars inclusive,2
,,,,,,,,,,,,,prescott labours,1,brand described,2,inclusivity lacks,2
,,,,,,,,,,,,,print following,1,company unveiled,2,inclusive new,2
,,,,,,,,,,,,,promo champions,1,companys electriconly,2,image springs,2
,,,,,,,,,,,,,promotional video,1,bold branding,2,ire social,2
,,,,,,,,,,,,,radical jaguar,1,released promotional,1,jaguar boss,2
,,,,,,,,,,,,,rebrand called,1,rebrand recent,1,jaguar caused,2
,,,,,,,,,,,,,arthouse aesthetics,1,rebrand video,1,jaguar colourful,2
,,,,,,,,,,,,,showing cars,1,appearance virg,1,husband cockapoo,2
,,,,,,,,,,,,,artho 4695,1,recent comments,1,hats jaguars,2
,,,,,,,,,,,,,usual rh,1,recently released,1,jaguar decides,2
,,,,,,,,,,,,,turned heads,1,online commentators,1,guardian elon,2
,,,,,,,,,,,,,aesthetics talk,1,refreshed identity,1,jaguar dubbed,2
,,,,,,,,,,,,,ads embedded,1,release rebrand,1,jaguar image,2
,,,,,,,,,,,,,understanding tightrope,1,pounced memes,1,jaguar land,2
,,,,,,,,,,,,,unionist mp,1,reset british,1,growling cat,2
,,,,,,,,,,,,,unionist tributes,1,art film,1,group online,2
,,,,,,,,,,,,,ads 2761,1,resurface woke,1,gordon young,2
,,,,,,,,,,,,,usual rhetoric,1,bold new,1,jaguar new,2
,,,,,,,,,,,,,tuesday release,1,returning 7259,1,following comments,2
,,,,,,,,,,,,,ad jaguar,1,revival jaguar,1,firestorm week,2
,,,,,,,,,,,,,ad androgynous,1,oldmoney aesthetic,1,fine print,2
,,,,,,,,,,,,,video focusing,1,oldm 141,1,key ingredient,2
,,,,,,,,,,,,,video success,1,amirah keaton,1,mia boasted,2
,,,,,,,,,,,,,86 complications,1,original thinkingthe,1,leads outrage,2
,,,,,,,,,,,,,6113 chars,1,outfits showcasing,1,learn jaguars,2
,,,,,,,,,,,,,walk rebrand,1,principle british,1,promotes inclusivity,2
,,,,,,,,,,,,,aged 86,1,overhaul mark,1,rebrand blmsupporting,2
,,,,,,,,,,,,,alzheimers disease,1,backlash tesla,1,rebrand critics,2
,,,,,,,,,,,,,arising alzheimers,1,promotional video,1,rebrand gordon,2
,,,,,,,,,,,,,total disaster,1,backlash charitable,1,rebranding ad,2
,,,,,,,,,,,,,sportsfile cenk,1,purr 2545,1,recent prolife,2
,,,,,,,,,,,,,sportsfilephoto seb,1,purr striking,1,releasing modernist,2
,,,,,,,,,,,,,brands like,1,polarizing rebrand,1,responsible way,2
,,,,,,,,,,,,,success determine,1,boasted brands,1,rightwingers bashing,2
,,,,,,,,,,,,,talk water,1,automotive november,1,scorched earth,2
,,,,,,,,,,,,,team cenk,1,reacts jaguars,1,scottish husband,2
,,,,,,,,,,,,,tightrope legacy,1,automaker allows,1,skip comments,2
,,,,,,,,,,,,,total oneoff,1,rebrand complete,1,speaks backlash,2
,,,,,,,,,,,,,troubling directionthe,1,rebrand embraces,1,springs mind,2
,,,,,,,,,,,,,4905 chars,1,alre charitable,1,starring role,2
,,,,,,,,,,,,,5387 chars,1,rebrand jaguar,1,talking jaguars,2
,,,,,,,,,,,,,announced death,1,rebrand jaguars,1,think luxury,2
,,,,,,,,,,,,,tributes flooded,1,bold designs,1,unveiled classic,2
,,,,,,,,,,,,,tributes poured,1,rebrand luxury,1,volvo celebrated,2
,,,,,,,,,,,,,androgynous models,1,attention brand,1,week company,2
,,,,,,,,,,,,,troubling direction,1,asked sell,1,week rebrand,2
,,,,,,,,,,,,,dalycollision sportsfile,1,sell cars,1,woke rebrand,2
,,,,,,,,,,,,,online company,1,companys rebrand,1,wont buy,2
,,,,,,,,,,,,,owned posted,1,shift gea,1,world scorched,2
,,,,,,,,,,,,,flooded family,1,unique fearless,1,wrong jaguar,2
,,,,,,,,,,,,,embedded video,1,3789 chars,1,york ap,2
,,,,,,,,,,,,,excuse linkedin,1,2545 chars,1,york lives,2
,,,,,,,,,,,,,expectations people,1,2512 chars,1,york post,2
,,,,,,,,,,,,,confusion criticism,1,unveiled vi,1,york promotional,2
,,,,,,,,,,,,,family john,1,unveils brand,1,prolife ad,2
,,,,,,,,,,,,,complications arising,1,unveils unique,1,print following,2
,,,,,,,,,,,,,feature cars,1,2480 chars,1,posted responsible,2
,,,,,,,,,,,,,fine print,1,updated logos,1,modernist rebranding,2
,,,,,,,,,,,,,focus diversity,1,22 million,1,legacy brand,2
,,,,,,,,,,,,,heritage brandthere,1,vi 2512,1,like jaguar,2
,,,,,,,,,,,,,focusing diversity,1,vibrant branding,1,lives scottish,2
,,,,,,,,,,,,,following comments,1,video charitable,1,luxury britishfounded,2
,,,,,,,,,,,,,fox business,1,video sparking,1,manufacturer jaguar,2
,,,,,,,,,,,,,company posted,1,views alre,1,marque jaguar,2
,,,,,,,,,,,,,got hard,1,viral 22,1,masterminded jaguars,2
,,,,,,,,,,,,,comments owned,1,virg 3789,1,maybe ben,2
,,,,,,,,,,,,,hard heritage,1,week appearance,1,media firestorm,2
,,,,,,,,,,,,,comes automakers,1,2024 updated,1,miami art,2
,,,,,,,,,,,,,controversial rebrand,1,went viral,1,mind brands,2
,,,,,,,,,,,,,dubbed bud,1,20 2024,1,mob jaguars,2
,,,,,,,,,,,,,doge team,1,william lyons,1,models carsfox,2
,,,,,,,,,,,,,doesnt feature,1,woke rebrand,1,multiple social,2
,,,,,,,,,,,,,death aged,1,1521 chars,1,pivot evs,2
,,,,,,,,,,,,,deputy pm,1,unveiled advert,1,musk joined,2
,,,,,,,,,,,,,determine point,1,unexpected original,1,musks leads,2
,,,,,,,,,,,,,criticism online,1,showcasing brand039s,1,new advertising,2
,,,,,,,,,,,,,direction british,1,5259 chars,1,new logos,2
,,,,,,,,,,,,,direction fox,1,sir william,1,new rebrand,2
,,,,,,,,,,,,,direction jaguar,1,allows brand,1,new rebranding,2
,,,,,,,,,,,,,directionfox business,1,november 20,1,new world,2
,,,,,,,,,,,,,directionthe british,1,social 5259,1,online new,2
,,,,,,,,,,,,,disappoint just,1,sparking debate,1,online promotional,2
,,,,,,,,,,,,,disaster point,1,allelectric transition,1,online rightwingers,2
,,,,,,,,,,,,,disastrous focus,1,sticking principle,1,outrage mob,2
,,,,,,,,,,,,,disease trade,1,striking departure,1,owned posted,2
,,,,,,,,,,,,,cooler excuse,1,ahead luxury,1,people backgrounds,2
,,,,,,,,,,,,,diversity comes,1,aesthetic huge,1,decides reinvent,2
,,,,,,,,,,,,,diversity doesnt,1,aesthetic british,1,young exploreswhen,2
,,,,,,,,,,,,,diversity showing,1,advert mocked,1,boasted british,2
,,,,,,,,,,,,,heads tuesday,1,technoinspired 2480,1,buy carsthe,2
,,,,,,,,,,,,,class total,1,technoinspired outfits,1,androgynous models,2
,,,,,,,,,,,,,dalycollision sportsfilephoto,1,tesla ceo,1,american marketing,2
,,,,,,,,,,,,,models carsfox,1,ad like,1,campaign promotes,2
,,,,,,,,,,,,,linkedin week,1,ad featured,1,car manufacturer,2
,,,,,,,,,,,,,logo fine,1,thinkingthe week,1,car marque,2
,,,,,,,,,,,,,business jaguar,1,timeless mantra,1,carsfox business,2
,,,,,,,,,,,,,luxury british,1,transformative journey,1,carsthe guardian,2
,,,,,,,,,,,,,bud light,1,transition week,1,cat emblem,2
,,,,,,,,,,,,,manufacturer jaguars,1,7259 chars,1,ad campaign,2
,,,,,,,,,,,,,brandthere expectations,1,tuesday went,1,caused social,2
,,,,,,,,,,,,,met confusion,1,social 140,1,celebrated recent,2
,,,,,,,,,,,,,modernist rebranding,1,modernism characterized,1,ad androgynous,2
,,,,,,,,,,,,,hull 4905,1,brand founder,1,classic british,2
,,,,,,,,,,,,,mp kingston,1,gets new,1,cockapoo mia,2
,,,,,,,,,,,,,musks doge,1,classic growler,1,colourful new,2
,,,,,,,,,,,,,musks photo,1,characterized bold,1,campaign didnt,2
,,,,,,,,,,,,,new 6113,1,fearless rebrand,1,ap promotional,2
,,,,,,,,,,,,,new ad,1,characteriz 1521,1,company unveiled,2
,,,,,,,,,,,,,new logo,1,film ad,1,britishfounded car,2
,,,,,,,,,,,,,new promo,1,film featured,1,bashing luxury,2
,,,,,,,,,,,,,oneoff tributes,1,ceo elon,1,ben kingsleys,2
,,,,,,,,,,,,,link working,1,celebrating commitment,1,billionaire elon,2
,,,,,,,,,,,,,like jaguar,1,founder sir,1,backlash car,2
,,,,,,,,,,,,,light 20,1,gea jaguars,1,blmsupporting designer,2
,,,,,,,,,,,,,business lifelong,1,gets pounced,1,debuted new,2
,,,,,,,,,,,,,champions diversity,1,jaguar amirah,1,backgrounds wont,2
,,,,,,,,,,,,,jaguar automakers,1,goenka reacts,1,boss speaks,2
,,,,,,,,,,,,,carsfox business,1,ground brands,1,brand like,2
,,,,,,,,,,,,,jaguar dubbed,1,growler desig,1,auto brand,2
,,,,,,,,,,,,,cars new,1,guide rebrand,1,brand volvo,2
,,,,,,,,,,,,,cars luxury,1,harsh goenka,1,branding people,2
,,,,,,,,,,,,,car manufacturer,1,head marketing,1,brands growling,2
,,,,,,,,,,,,,jaguar walk,1,cars jaguar,1,brands latest,2
,,,,,,,,,,,,,jaguars attempt,1,huge marketing,1,brave new,2
,,,,,,,,,,,,,20 releasing,1,identity image,1,comments owned,2
,,,,,,,,,,,,,just ask,1,image credit,1,ad fellow,2
,,,,,,,,,,,,,car 154,1,ev rebrand,1,20 releasing,2
,,,,,,,,,,,,,kingston hull,1,era jaguar,1,critics dubbed,2
,,,,,,,,,,,,,labours link,1,embracing diversity,1,contentious rebrand,2
,,,,,,,,,,,,,called disastrous,1,embraces exuberant,1,20new york,1
,,,,,,,,,,,,,business radical,1,controversial brand,1,woke nearly,1
,,,,,,,,,,,,,legacy brands,1,copy campaign,1,rebrand backlash,1
,,,,,,,,,,,,,154 chars,1,credit jaguar,1,rebrand appeared,1
,,,,,,,,,,,,,,,debate social,1,antiwoke critics,1
,,,,,,,,,,,,,,,defines era,1,reaction ridicule,1
,,,,,,,,,,,,,,,dei resurface,1,ralph bakshis,1
,,,,,,,,,,,,,,,departure classic,1,2024 elon,1
,,,,,,,,,,,,,,,company week,1,quick pounce,1
,,,,,,,,,,,,,,,desig jaguar,1,punch tastefully,1
,,,,,,,,,,,,,,,designs unexpected,1,pump brakes,1
,,,,,,,,,,,,,,,director jaguar,1,antiwo 144,1
,,,,,,,,,,,,,,,directors comments,1,pst oldeconomybuyer,1
,,,,,,,,,,,,,,,commitment dei,1,prompts mockery,1
,,,,,,,,,,,,,,,comments head,1,promotional videos,1
,,,,,,,,,,,,,,,comments celebrating,1,appeared mediaite,1
,,,,,,,,,,,,,,,diversity inclusion,1,appeared print,1
,,,,,,,,,,,,,,,commentators la,1,ar new,1
,,,,,,,,,,,,,,,drawing attention,1,profamily volvo,1
,,,,,,,,,,,,,,,colors ground,1,woke rebranding,1
,,,,,,,,,,,,,,,codes colors,1,antiwoke crit,1
,,,,,,,,,,,,,,,elon musk,1,woke broke,1
,,,,,,,,,,,,,,,inclusion companys,1,art drew,1
,,,,,,,,,,,,,,,jaguar drawing,1,rebrand complete,1
,,,,,,,,,,,,,,,new look,1,week luxury,1
,,,,,,,,,,,,,,,million views,1,rebranding campaignforbes,1
,,,,,,,,,,,,,,,brand039s modernised,1,rebranding campaign,1
,,,,,,,,,,,,,,,mark allelectric,1,rebranding backlash,1
,,,,,,,,,,,,,,,brand revival,1,ahead allelectric,1
,,,,,,,,,,,,,,,marketing director,1,rebrand unveiled,1
,,,,,,,,,,,,,,,marketing directors,1,rebrand tuesday,1
,,,,,,,,,,,,,,,marketing leader,1,rebrand think,1
,,,,,,,,,,,,,,,marketing shift,1,allelectric branding,1
,,,,,,,,,,,,,,,media tuesday,1,rebrand smart,1
,,,,,,,,,,,,,,,media vibrant,1,rebrand saul,1
,,,,,,,,,,,,,,,memes controversial,1,week promotional,1
,,,,,,,,,,,,,,,mocked online,1,rebrand prompts,1
,,,,,,,,,,,,,,,car company,1,rebrand post,1
,,,,,,,,,,,,,,,mockingly asked,1,allelectric vehicle,1
,,,,,,,,,,,,,,,brand overhaul,1,2024 jenni,1
,,,,,,,,,,,,,,,brand launched,1,rebrand ignited,1
,,,,,,,,,,,,,,,modernised aesthetic,1,andrew tateforbes,1
,,,,,,,,,,,,,,,modernism automotive,1,rebrand drew,1
,,,,,,,,,,,,,,,modernism characteriz,1,rebrand divisive,1
,,,,,,,,,,,,,,,complete reset,1,widespread criticism,1
,,,,,,,,,,,,,,,musk mockingly,1,print magazine,1
,,,,,,,,,,,,,,,new ad,1,wokethe nearly,1
,,,,,,,,,,,,,,,new codes,1,2026 electric,1
,,,,,,,,,,,,,,,mantra guide,1,prices contractin,1
,,,,,,,,,,,,,,,lyons timeless,1,owner elon,1
,,,,,,,,,,,,,,,luxury ev,1,automotive icon,1
,,,,,,,,,,,,,,,luxury car,1,1898 chars,1
,,,,,,,,,,,,,,,jaguar recently,1,avant garde,1
,,,,,,,,,,,,,,,jaguar release,1,outfits carthe,1
,,,,,,,,,,,,,,,jaguar returning,1,awards dinner,1
,,,,,,,,,,,,,,,campaign defines,1,wrote sell,1
,,,,,,,,,,,,,,,jaguar sticking,1,years said,1
,,,,,,,,,,,,,,,141 chars,1,backlash auto,1
,,,,,,,,,,,,,,,british luxury,1,yesterday debuted,1
,,,,,,,,,,,,,,,journey embracing,1,150 chars,1
,,,,,,,,,,,,,,,keaton british,1,online people,1
,,,,,,,,,,,,,,,la british,1,backlash rollin,1
,,,,,,,,,,,,,,,launched polarizing,1,148 chars,1
,,,,,,,,,,,,,,,leader boasted,1,online jaguar,1
,,,,,,,,,,,,,,,like art,1,online critics,1
,,,,,,,,,,,,,,,brands transformative,1,online british,1
,,,,,,,,,,,,,,,logos bold,1,144 chars,1
,,,,,,,,,,,,,,,longstanding oldm,1,143 chars,1
,,,,,,,,,,,,,,,longstanding oldmoney,1,oldeconomybuyer key,1
,,,,,,,,,,,,,,,look ahead,1,november 22,1
,,,,,,,,,,,,,,,brands refreshed,1,particularly involve,1
,,,,,,,,,,,,,,,branding film,1,automaker lets,1
,,,,,,,,,,,,,,,luxury automaker,1,people complained,1
,,,,,,,,,,,,,,,140 chars,1,wordmark monogram,1
,,,,,,,,,,,,,,,,,prepares relaunch,1
,,,,,,,,,,,,,,,,,pounce revam,1
,,,,,,,,,,,,,,,,,art week,1
,,,,,,,,,,,,,,,,,posted 11222024,1
,,,,,,,,,,,,,,,,,post wrong,1
,,,,,,,,,,,,,,,,,post sell,1
,,,,,,,,,,,,,,,,,20 new,1
,,,,,,,,,,,,,,,,,post jaguar,1
,,,,,,,,,,,,,,,,,post elon,1
,,,,,,,,,,,,,,,,,poked fun,1
,,,,,,,,,,,,,,,,,people complaining,1
,,,,,,,,,,,,,,,,,points rebrand,1
,,,,,,,,,,,,,,,,,platforms 30second,1
,,,,,,,,,,,,,,,,,pivot evscnbc,1
,,,,,,,,,,,,,,,,,artsy aesthetic,1
,,,,,,,,,,,,,,,,,pile someones,1
,,,,,,,,,,,,,,,,,world mailonline,1
,,,,,,,,,,,,,,,,,pietrosanti boasted,1
,,,,,,,,,,,,,,,,,people social,1
,,,,,,,,,,,,,,,,,1952 chars,1
,,,,,,,,,,,,,,,,,rebranding iconic,1
,,,,,,,,,,,,,,,,,aesthetic new,1
,,,,,,,,,,,,,,,,,varyi british,1
,,,,,,,,,,,,,,,,,2077 chars,1
,,,,,,,,,,,,,,,,,tata motors,1
,,,,,,,,,,,,,,,,,tastefully ralph,1
,,,,,,,,,,,,,,,,,4253 chars,1
,,,,,,,,,,,,,,,,,synonymous brave,1
,,,,,,,,,,,,,,,,,swapped elegance,1
,,,,,,,,,,,,,,,,,swagger nonbinary,1
,,,,,,,,,,,,,,,,,suv th,1
,,,,,,,,,,,,,,,,,subsidiary jaguar,1
,,,,,,,,,,,,,,,,,stylised logo,1
,,,,,,,,,,,,,,,,,video 1898,1
,,,,,,,,,,,,,,,,,4254 chars,1
,,,,,,,,,,,,,,,,,stakes undeniably,1
,,,,,,,,,,,,,,,,,5064 chars,1
,,,,,,,,,,,,,,,,,55137 pst,1
,,,,,,,,,,,,,,,,,sparks mach,1
,,,,,,,,,,,,,,,,,6026 chars,1
,,,,,,,,,,,,,,,,,6151 chars,1
,,,,,,,,,,,,,,,,,sparked furious,1
,,,,,,,,,,,,,,,,,someones mean,1
,,,,,,,,,,,,,,,,,video missing,1
,,,,,,,,,,,,,,,,,7444 chars,1
,,,,,,,,,,,,,,,,,tata motorsowned,1
